timestamp,seconds_elapsed,accZ,accY,accX,gyrZ,gyrY,gyrX,label,hand
1696407431300706600,0.14570654296875,9.64414405822754,3.202843427658081,-0.5222352743148804,-1.3427927494049072,-2.654094696044922,1.3854020833969116,NoActivity,right
1696407431310706400,0.15570654296875,9.572318077087402,3.3656489849090576,-0.6491279602050781,-1.3300100564956665,-2.653562068939209,1.2991182804107666,NoActivity,right
1696407431320706600,0.16570654296875,10.125677108764648,3.717895984649658,-1.2096704244613647,-1.2240192890167236,-2.390982151031494,1.274085283279419,NoActivity,right
1696407431330706400,0.17570654296875,10.50904941558838,4.254496574401856,-1.1426327228546145,-1.0471240282058716,-2.054368495941162,1.2937921285629272,NoActivity,right
1696407431340706600,0.18570654296875,10.87057399749756,4.587290287017822,-1.1522095203399658,-0.812772810459137,-1.6687541007995603,1.3640974760055542,NoActivity,right
1696407431350706400,0.19570654296875,10.923246383666992,3.883095979690552,0.0574608407914638,-0.6279548406600952,-1.287400722503662,1.4525117874145508,NoActivity,right
1696407431360706600,0.20570654296875,10.664671897888184,2.9822773933410645,0.9558850526809692,-0.5395405292510986,-0.9363398551940918,1.536132574081421,NoActivity,right
1696407431370706400,0.21570654296875,10.415675163269045,2.481590032577514,1.3844470977783203,-0.5262250900268555,-0.7456631064414978,1.606437921524048,NoActivity,right
1696407431380706600,0.22570654296875,10.357914924621582,2.481590032577514,1.8085200786590576,-0.5555190443992615,-0.8553821444511414,1.650112509727478,NoActivity,right
1696407431390706400,0.23570654296875,10.36988639831543,2.6063878536224365,2.1559786796569824,-0.6034545302391052,-1.1723555326461792,1.7076351642608645,NoActivity,right
1696407431400706600,0.24570654296875,10.178350448608398,2.457648038864136,2.2014684677124023,-0.6508573889732361,-1.6676888465881348,1.774744749069214,NoActivity,right
1696407431410706400,0.25570654296875,9.88386344909668,2.074575662612915,2.316390037536621,-0.7414022088050842,-2.143315315246582,1.8375935554504397,NoActivity,right
1696407431420706600,0.26570654296875,10.051457405090332,2.3020248413085938,2.5824458599090576,-0.8873391151428223,-2.437852382659912,1.9441168308258057,NoActivity,right
1696407431430706400,0.27570654296875,10.480319023132324,3.157353401184082,2.946364402770996,-1.092929124832153,-2.40483021736145,2.0815320014953613,NoActivity,right
1696407431440706600,0.28570654296875,10.307637214660645,3.9980175495147705,2.8889036178588867,-1.303911805152893,-2.125206470489502,2.180598497390747,NoActivity,right
1696407431450865000,0.295864990234375,9.754277229309082,4.179976940155029,2.297236442565918,-1.4013806581497192,-1.8157563209533687,2.228533983230591,NoActivity,right
1696407431460924200,0.305924072265625,8.949525833129883,4.134487152099609,1.8109142780303955,-1.3875325918197632,-1.519088864326477,2.2125556468963623,NoActivity,right
1696407431471035600,0.31603564453125,8.144774436950684,4.048295974731445,1.734299898147583,-1.3060423135757446,-1.2192257642745972,2.113488912582397,NoActivity,right
1696407431481128700,0.326128662109375,7.459434509277344,3.883095979690552,1.6600795984268188,-1.1670293807983398,-0.9390029311180116,1.9409211874008176,NoActivity,right
1696407431491198500,0.336198486328125,6.997054576873779,3.854365348815918,1.6289550065994265,-1.0082430839538574,-0.7105104327201843,1.725744128227234,NoActivity,right
1696407431501320700,0.34632080078125,7.320570945739746,4.115333557128906,1.1761516332626345,-0.851121187210083,-0.191741943359375,1.5228171348571775,NoActivity,right
1696407431511353300,0.356353271484375,8.573336601257324,4.791096687316895,1.2336124181747437,-0.6732272505760193,0.2972000241279602,1.3694236278533936,NoActivity,right
1696407431521500000,0.3665,8.12053394317627,4.980238914489746,0.0095768067985773,-0.4990616738796234,0.0964035913348198,1.283139705657959,NoActivity,right
1696407431531500000,0.3765,8.506299018859863,5.06643009185791,0.6826467514038086,-0.3856143653392792,0.0878817215561866,1.2847375869750977,NoActivity,right
1696407431541652000,0.38665185546875,8.860940933227539,4.815038681030273,1.2096704244613647,-0.3280917704105377,-0.0399462394416332,1.3214881420135498,NoActivity,right
1696407431551667200,0.396667236328125,8.652345657348633,4.608838081359863,2.191891670227051,-0.3499290347099304,-0.1363498270511627,1.3731518983840942,NoActivity,right
1696407431561781000,0.406781005859375,8.580519676208496,4.55616569519043,3.0732572078704834,-0.4830831885337829,-0.2492645233869552,1.429609298706055,NoActivity,right
1696407431571823600,0.41682373046875,8.27166748046875,4.661510944366455,3.6361937522888175,-0.6876079440116882,-0.3696358501911163,1.458370566368103,NoActivity,right
1696407431581903000,0.426903076171875,7.665635108947754,4.8509521484375,3.9716813564300537,-0.9448617100715636,-0.5267577171325684,1.4402616024017334,NoActivity,right
1696407431591969300,0.43696923828125,6.858190536499023,5.284302234649658,5.67964506149292,-1.335336208343506,-0.804250955581665,1.3465211391448977,NoActivity,right
1696407431602018000,0.44701806640625,6.884527206420898,5.131073474884033,3.60028076171875,-1.5601003170013428,-0.8639039993286133,1.2682265043258667,NoActivity,right
1696407431612104000,0.45710400390625,6.98508358001709,4.9491143226623535,1.7055693864822388,-1.5883289575576782,-0.743532657623291,1.1782143115997314,NoActivity,right
1696407431622126600,0.467126708984375,7.567173957824707,5.269937038421631,1.7127519845962524,-1.5308064222335815,-0.6231613159179688,1.1472560167312622,NoActivity,right
1696407431632228600,0.477228515625,7.780557155609131,5.660491466522217,1.2982559204101562,-1.381141185760498,-0.4314193725585937,1.189931869506836,NoActivity,right
1696407431642228700,0.487228759765625,7.814075946807861,5.830479621887207,0.8023568391799927,-1.196855902671814,-0.2679060995578766,1.243726134300232,NoActivity,right
1696407431652333300,0.497333251953125,7.826046943664551,5.701192855834961,1.247977614402771,-1.0386022329330444,-0.2236989289522171,1.2730200290679932,NoActivity,right
1696407431662523000,0.50752294921875,7.725490570068359,5.5790886878967285,2.2445640563964844,-0.950720489025116,-0.2077204436063766,1.29432475566864,NoActivity,right
1696407431672562700,0.517562744140625,7.617751121520996,5.574300289154053,3.3417069911956787,-0.9757534265518188,-0.2055899798870086,1.313498854637146,NoActivity,right
1696407431682623000,0.527623046875,7.581838130950928,5.557540893554688,4.20152473449707,-1.1019835472106934,-0.2466014474630355,1.335336208343506,NoActivity,right
1696407431692755000,0.5377548828125,7.569568157196045,5.526416301727295,4.127304553985596,-1.2346715927124023,-0.2114487588405609,1.3800759315490725,NoActivity,right
